Time (s)	Speed (mph)	Speed (m/s)	Acceleration (m/s^2)	Fa (N)	Fr (N)	Ft (N)	PFt (W)
108	30.2	13.500608	0.1788160000000003	426.74947396711275	1303.4	4233.573473967117	57155.81591122825
109	30.7	13.724128	0.22351999999999972	440.99722788393507	1303.4	4873.677227883931	66886.97010616424
110	31.2	13.947648	0.2458720000000003	455.4789350670433	1303.4	5201.086935067047	72542.92978771403
111	31.8	14.215872000000001	0.2235200000000006	473.1658019982711	1303.4	4905.845801998279	69740.87597294488
112	32.2	14.394688	0.13411199999999912	485.1442092321183	1303.4	3666.112209232106	52772.54142488689
113	32.4	14.484096	0.0	491.1895616329506	1303.4	1794.5895616329508	25993.007491289576
114	32.2	14.394688	-0.15646399999999971	485.1442092321183	1303.4	-401.9517907678776	0.0
115	31.7	14.171168	-0.804672	470.1945955164378	1303.4	-9491.813404483564	0.0
116	28.6	12.785344	-1.4305279999999998	382.72882738272403	1303.4	-18341.26317261727	0.0
117	25.3	11.310112	-1.475232	299.5022924341139	1303.4	-19050.345707565884	0.0
118	22.0	9.83488	-1.475232	226.46676176492542	1303.4	-19123.381238235073	0.0
119	18.7	8.359648	-1.475232	163.62223537515862	1303.4	-19186.22576462484	0.0
120	15.4	6.884416	-1.475232	110.96871326481345	1303.4	-19238.879286735184	0.0
121	12.1	5.409184	-1.4752319999999999	68.50619543388994	1303.4	-19281.34180456611	0.0
122	8.8	3.933952	-1.4752319999999999	36.234681882388074	1303.4	-19313.61331811761	0.0
123	5.5	2.45872	-1.475232	14.154172610307839	1303.4	-19335.69382738969	0.0
124	2.2	0.983488	-1.22936	2.2646676176492546	1303.4	-15905.375332382353	0.0
125	0.0	0.0	-0.491744	0.0	1303.4	-5581.016	0.0
126	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
127	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
128	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
129	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
130	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
131	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
132	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
133	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
134	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
135	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
136	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
137	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
138	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
139	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
140	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
141	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
142	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
143	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
144	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
145	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
146	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
147	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
148	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
149	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
150	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
151	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
152	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
153	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
154	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
155	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
156	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
157	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
158	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
159	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
160	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
161	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
162	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
163	0.0	0.0	0.7376159999999999	0.0	1303.4	11630.024	0.0
164	3.3	1.4752319999999999	1.4752319999999999	5.095502139710821	1303.4	21961.74350213971	32398.666790148567
165	6.6	2.9504639999999998	1.475232	20.382008558843285	1303.4	21977.030008558846	64842.435867172564
166	9.9	4.425696	1.4752319999999999	45.85951925739741	1303.4	22002.507519257397	97376.4095179474
167	13.2	5.9009279999999995	1.4752319999999997	81.52803423537314	1303.4	22038.17603423537	130045.69002934844
168	16.5	7.37616	1.4752320000000005	127.38755349277054	1303.4	22084.03555349278	162895.3796882513
169	19.8	8.851392	1.2740639999999996	183.43807702958964	1303.4	19323.734077029585	171041.94521954705
170	22.2	9.924287999999999	1.00584	230.60305551286328	1303.4	15615.763055512864	154975.32990266962
171	24.3	10.863072	0.8046720000000009	276.29412841853474	1303.4	12845.102128418548	139537.26926836395
172	25.8	11.533632	0.46939199999999914	311.4573043413326	1303.4	8186.345304341321	94418.2941652008
173	26.4	11.801855999999999	-0.022352000000000594	326.11213694149257	1303.4	1316.5841369414843	15538.136396067677
174	25.7	11.488928	-0.29057599999999884	309.0475856985859	1303.4	-2455.6164143013975	0.0
175	25.1	11.220704000000001	-0.22351999999999972	294.78579458578656	1303.4	-1531.0942054142092	0.0
176	24.7	11.041888	-0.022352000000000594	285.4650964569491	1303.4	1275.937096456941	14088.754514122738
177	25.0	11.176	0.11175999999999942	292.4415828576	1303.4	3160.481582857592	35321.54217001645
178	25.2	11.265407999999999	0.08940799999999971	297.1393644446244	1303.4	2852.2513644446203	32131.77533902534
179	25.4	11.354816	0.1341120000000009	301.8745785542547	1303.4	3482.842578554267	39547.03663644925
180	25.8	11.533632	0.402336	311.4573043413326	1303.4	7247.561304341334	83590.70498171296
181	27.2	12.159488	0.15646399999999971	346.1759690581868	1303.4	3840.0719690581827	46693.30902689934
182	26.5	11.84656	-0.7152639999999995	328.58736249879934	1303.4	-8381.708637501193	0.0
183	24.0	10.72896	-0.8493760000000004	269.5141627615642	1303.4	-10318.34983723844	0.0
184	22.7	10.147808	-1.0281920000000007	241.10755716910828	1303.4	-12850.1804428309	0.0
185	19.4	8.672576	-1.1176	176.1013025988581	1303.4	-14166.898697401142	0.0
186	17.7	7.912608	-0.49174399999999974	146.590437589532	1303.4	-5434.425562410464	0.0
187	17.2	7.689088	0.08940800000000015	138.4254685961478	1303.4	2693.53746859615	20710.846627333034
188	18.1	8.091424	0.3129280000000003	153.29085913596532	1303.4	5837.68285913597	47235.1671908014
189	18.6	8.314944	0.42468799999999973	161.8769440086645	1303.4	7410.908944008661	61621.29285853115
190	20.0	8.9408	0.8046719999999992	187.16261302886394	1303.4	12755.970613028852	114048.58205696836
191	22.2	9.924287999999999	1.00584	230.60305551286328	1303.4	15615.763055512864	154975.32990266962
192	24.5	10.95248	1.139952000000001	280.860896176439	1303.4	17543.588896176454	192145.80651359467
193	27.3	12.204192	1.34112	348.7260596607052	1303.4	20427.806059660707	249304.86729086272
194	30.5	13.63472	1.3858239999999995	435.27005192525183	1303.4	21140.206051925245	288240.79026030615
195	33.5	14.97584	1.274064	525.1081061791065	1303.4	19665.404106179107	294505.94542948133
196	36.2	16.182848	0.8493759999999986	613.1634365438613	1303.4	13807.82743654384	223449.97261581858
197	37.3	16.674591999999997	0.6929119999999998	650.9936797023202	1303.4	11655.161679702316	194345.06570307078
198	39.3	17.568672	0.7152640000000012	722.6769604923752	1303.4	12039.772960492393	211522.8220973598
199	40.5	18.10512	0.6258560000000006	767.4836900514853	1303.4	10832.867690051495	196130.36947250512
200	42.1	18.820384	0.67056	829.3222173962221	1303.4	11520.562217396222	216821.40482728838
201	43.5	19.44624	0.67056	885.3961362596696	1303.4	11576.636136259669	225122.04469837822
202	45.1	20.161504	0.5587999999999997	951.7265663170992	1303.4	10078.326566317095	203194.22138010839
203	46.0	20.56384	0.37998399999999855	990.0902229226904	1303.4	7613.26622292267	156557.9884855861
204	46.8	20.921471999999998	0.3352800000000009	1024.8276039008474	1303.4	7022.147603900859	146913.6644748789
205	47.5	21.2344	0.1564640000000015	1055.7141141159361	1303.4	4549.610114115958	96608.2410071839
206	47.5	21.2344	-0.04470400000000119	1055.7141141159361	1303.4	1733.2581141159196	36804.69609838309
207	47.3	21.144992	-0.06705599999999912	1046.8426062583676	1303.4	1411.45860625838	29845.280937664596
208	47.2	21.100288000000003	-0.06705599999999912	1042.420889525561	1303.4	1407.0368895255735	29688.88359561379
209	47.0	21.01088	-0.04470400000000119	1033.6055304519014	1303.4	1711.1495304518849	35952.7574463809
210	47.0	21.01088	0.0	1033.6055304519014	1303.4	2337.0055304519014	49102.54275966125
211	47.0	21.01088	0.0	1033.6055304519014	1303.4	2337.0055304519014	49102.54275966125
212	47.0	21.01088	0.0	1033.6055304519014	1303.4	2337.0055304519014	49102.54275966125
213	47.0	21.01088	0.04470400000000119	1033.6055304519014	1303.4	2962.861530451918	62252.32807294159
214	47.2	21.100288000000003	0.08940799999999882	1042.420889525561	1303.4	3597.5328895255448	75908.98005846118
215	47.4	21.189695999999998	0.15646399999999794	1051.2736811218258	1303.4	4545.169681121797	96310.7638113878
216	47.9	21.413216	0.2458720000000003	1073.5694273988893	1303.4	5819.177427398894	124607.30319521682
217	48.5	21.68144	0.2682240000000018	1100.633141242863	1303.4	6159.169141242888	133539.6561857092
218	49.1	21.949664000000002	0.2235200000000006	1128.0337477902892	1303.4	5560.713747790298	122055.7983641778
219	49.5	22.12848	0.20116799999999913	1146.487981434935	1303.4	5266.239981434923	116533.88610438305
220	50.0	22.352	0.2458720000000003	1169.7663314304	1303.4	5915.374331430405	132220.4470561324
221	50.6	22.620224	0.22351999999999883	1198.0091697364555	1303.4	5630.689169736439	127367.45029381228
222	51.0	22.799039999999998	0.20116799999999913	1217.0248912201878	1303.4	5336.7768912201755	121673.38981400442
223	51.5	23.02256	0.2682240000000018	1241.0051010145112	1303.4	6299.541101014536	145031.5629705732
224	52.2	23.335488	0.3799840000000003	1274.9704362139246	1303.4	7898.146436213929	184307.1013845129
225	53.2	23.782528	0.42468799999999973	1324.28778474703	1303.4	8573.319784747026	203895.2178337001
226	54.1	24.184864	0.3129280000000012	1369.4735185975235	1303.4	7053.86551859754	170596.77824157098
227	54.6	24.408384	0.17881599999999942	1394.9042386428207	1303.4	5201.728238642812	126965.78031243742
228	54.9	24.542496	0.08940799999999882	1410.2749682378158	1303.4	3965.3869682377995	97320.49380642832
229	55.0	24.5872	0.0	1415.4172610307837	1303.4	2718.817261030784	66848.10376041608
230	54.9	24.542496	-0.08940799999999882	1410.2749682378158	1303.4	1461.9629682378322	35880.220300125126
231	54.6	24.408384	-0.06705599999999912	1394.9042386428207	1303.4	1759.5202386428332	42947.04564056591
232	54.6	24.408384	0.044703999999997635	1394.9042386428207	1303.4	3324.1602386427876	81137.37958232481
233	54.8	24.497791999999997	0.11175999999999853	1405.142033575499	1303.4	4273.182033575478	104683.52463666907
234	55.1	24.631904	0.1564640000000015	1420.5689119544033	1303.4	4914.464911954425	121052.62792262984
235	55.5	24.81072	0.13411200000000179	1441.2690969553958	1303.4	4622.237096955421	114681.0303861738
236	55.7	24.900128000000002	0.134112	1451.6753382398008	1303.4	4632.643338239801	115353.41210051834
237	56.1	25.078944	0.13411199999999823	1472.6001183764274	1303.4	4653.568118376403	116706.57424094717
238	56.3	25.168352	0.1117600000000003	1483.1186572286495	1303.4	4351.158657228654	109511.4926929781
239	56.6	25.302464	0.0894080000000006	1498.9666514868688	1303.4	4054.0786514868773	102578.17913241526
240	56.7	25.347168	0.022351999999999705	1504.2680325009114	1303.4	3120.5960325009073	79098.27189593395
241	56.7	25.347168	-0.04470399999999941	1504.2680325009114	1303.4	2181.8120325009195	55302.75613222227
242	56.5	25.25776	-0.04470399999999941	1493.674628603478	1303.4	2171.218628603486	54840.11902879599
243	56.5	25.25776	0.0	1493.674628603478	1303.4	2797.0746286034782	70647.83967135579
244	56.5	25.25776	0.0	1493.674628603478	1303.4	2797.0746286034782	70647.83967135579
245	56.5	25.25776	0.0	1493.674628603478	1303.4	2797.0746286034782	70647.83967135579
246	56.5	25.25776	0.0	1493.674628603478	1303.4	2797.0746286034782	70647.83967135579
247	56.5	25.25776	-0.022352000000001482	1493.674628603478	1303.4	2484.1466286034574	62743.979350075264
248	56.4	25.213055999999998	-0.0894080000000006	1488.3919638507377	1303.4	1540.0799638507294	38830.12237304641
249	56.1	25.078944	-0.134112	1472.6001183764274	1303.4	898.4321183764273	22531.72878456379
250	55.8	24.944831999999998	-0.2235200000000006	1456.89249607798	1303.4	-368.9875039220283	0.0
251	55.1	24.631904	-0.26822399999999824	1420.5689119544033	1303.4	-1031.1670880455717	0.0
252	54.6	24.408384	-0.20116799999999913	1394.9042386428207	1303.4	-118.04776135716679	0.0
253	54.2	24.229568	-0.13411200000000179	1374.54094634528	1303.4	800.3729463452551	19392.69072883271
254	54.0	24.140159999999998	-0.1117600000000003	1364.4154489804182	1303.4	1103.175448980414	26630.83184645903
255	53.7	24.006048	-0.08940799999999882	1349.2973889130121	1303.4	1400.9853889130286	33632.12249354483
256	53.6	23.961344	0.04470399999999941	1344.2767518185128	1303.4	3273.532751818505	78438.24436158982
257	53.9	24.095456	0.08940799999999882	1359.3667374939646	1303.4	3914.4787374939483	94321.15018222098
258	54.0	24.140159999999998	0.04470400000000119	1364.4154489804182	1303.4	3293.671448980435	79509.75576581953
259	54.1	24.184864	0.022352000000001482	1369.4735185975235	1303.4	2985.8015185975446	72211.20365827509
260	54.1	24.184864	-0.06705600000000089	1369.4735185975235	1303.4	1734.089518597511	41938.71917110628
261	53.8	24.050752	-0.1564640000000015	1354.3273841381626	1303.4	467.2313841381417	11237.26614652318
262	53.4	23.871935999999998	-0.17881599999999942	1334.2635520214683	1303.4	134.23955202147658	3204.5579945253594
263	53.0	23.69312	-0.17881599999999942	1314.3494499951973	1303.4	114.32544999520564	2708.7266057904067
264	52.6	23.514304	-0.2011680000000009	1294.5850780593494	1303.4	-218.36692194066313	0.0
265	52.1	23.290784	-0.04470399999999941	1270.0901710791966	1303.4	1947.6341710792049	45361.926789624806
266	52.4	23.424896	-0.022351999999999705	1284.759040875334	1303.4	2275.2310408753383	53297.05050847655
267	52.0	23.24608	-0.1117600000000003	1265.2192640751202	1303.4	1003.9792640751161	23338.582291031275
268	51.9	23.201376	-0.06705599999999912	1260.3577152016958	1303.4	1624.9737152017083	37701.626156511746
269	51.7	23.111968	-0.0894080000000006	1250.6626918468007	1303.4	1302.3506918467924	30099.887514740927
270	51.5	23.02256	-0.022351999999999705	1241.0051010145112	1303.4	2231.4771010145155	51374.31544673274
271	51.6	23.067264	0.06705599999999912	1245.8292173653304	1303.4	3488.013217365318	80458.92172045518
272	51.8	23.156671999999997	0.11175999999999853	1255.5055244589223	1303.4	4123.545524458901	95487.59118696273
273	52.1	23.290784	0.1564640000000015	1270.0901710791966	1303.4	4763.9861710792175	110956.97288959309
274	52.5	23.4696	0.2011680000000009	1289.667380402016	1303.4	5409.419380402029	126956.90909028346
275	53.0	23.69312	0.2235200000000006	1314.3494499951973	1303.4	5747.029449995205	136165.0584022704
276	53.5	23.91664	0.22351999999999883	1339.265472854665	1303.4	5771.945472854648	138045.5419738944
277	54.0	24.140159999999998	0.31292799999999943	1364.4154489804182	1303.4	7048.807448980409	170159.3396275789
278	54.9	24.542496	0.3129280000000012	1410.2749682378158	1303.4	7094.666968237832	174120.83568930914
279	55.4	24.766016	0.15646399999999971	1436.0800135091706	1303.4	4929.976013509167	122095.86483018426
280	55.6	24.855424	0.134112	1446.4675385322723	1303.4	4627.435538532272	115016.87234288796
281	56.0	25.03424	0.0894080000000006	1467.3548861462937	1303.4	4022.466886146302	100699.4014198392
282	56.0	25.03424	-0.04470400000000119	1467.3548861462937	1303.4	2144.898886146277	53695.91349151858
283	55.8	24.944831999999998	-0.17881599999999942	1456.89249607798	1303.4	256.8684960779883	6407.541480758076
284	55.2	24.676608	-0.2905759999999997	1425.7299210086744	1303.4	-1338.9340789913217	0.0
285	54.5	24.36368	-0.3576320000000006	1389.7993783724578	1303.4	-2313.648621627551	0.0
286	53.6	23.961344	-0.44703999999999944	1344.2767518185128	1303.4	-3610.8832481814793	0.0
287	52.5	23.4696	-0.4693920000000009	1289.667380402016	1303.4	-3978.4206195979964	0.0
288	51.5	23.02256	-0.2235200000000006	1241.0051010145112	1303.4	-584.8748989854971	0.0
289	51.5	23.02256	0.0	1241.0051010145112	1303.4	2544.4051010145113	58578.719102412644
290	51.5	23.02256	-0.08940799999999882	1241.0051010145112	1303.4	1292.6931010145277	29761.104479693022
291	51.1	22.843744	-0.31292799999999943	1221.8022169177498	1303.4	-1855.7897830822421	0.0
292	50.1	22.396704	-0.2458720000000003	1174.4500758214472	1303.4	-964.3579241785569	0.0
293	50.0	22.352	0.0	1169.7663314304	1303.4	2473.1663314304	55280.2138401323
294	50.1	22.396704	0.0	1174.4500758214472	1303.4	2477.8500758214473	55495.67470455051
295	50.0	22.352	-0.1117600000000003	1169.7663314304	1303.4	908.5263314303959	20307.38056013221
296	49.6	22.173184	-0.1117600000000003	1151.124935172725	1303.4	889.8849351727208	19731.58240641281
297	49.5	22.12848	-0.022351999999999705	1146.487981434935	1303.4	2136.959981434939	47287.676209983416
298	49.5	22.12848	0.0	1146.487981434935	1303.4	2449.8879814349348	54212.29719942332
299	49.5	22.12848	-0.08940799999999882	1146.487981434935	1303.4	1198.1759814349514	26513.81324166369
300	49.1	21.949664000000002	-0.20116799999999913	1128.0337477902892	1303.4	-384.91825220969827	0.0
301	48.6	21.726144	-0.2235200000000006	1105.176513674139	1303.4	-720.7034863258693	0.0
302	48.1	21.502624	-0.31292799999999943	1082.553232824275	1303.4	-1995.0387671757167	0.0
